group,uid,dwt,V_actual,Lambda,lt_home,lt_best_working,Delta_nats,share_nonwork_mass,W1_eur,W4_eur,W1_workingonly_eur,W6_eur,W1_closed_form_eur,W4_closed_form_eur
singles_female,300003498100,1148.973,9.705766386939931,9.267994630811309,5.025852774724876,4.970614733229323,-4.242141856086433,0.028130011282357967,3150.424914123474,202208.4338868582,3184.9211434544577,274582.01019892376,3150.4249141234354,202208.4338868582
singles_female,300003499500,2021.353,6.972357419636714,7.409829963562637,3.20497589075711,3.1839507065754438,-4.204854072805527,0.06140757461391856,1312.9687815237899,83519.13739205354,1333.5901263296068,102323.60883204089,1312.9687815237721,83519.13739205354
singles_female,300003504100,3051.569,6.848846589612177,6.952641146949509,3.767833165928874,3.736457693055935,-3.184807981020635,0.06891838175357291,1834.2854182219812,42780.086023674914,1919.2418250164997,54247.429758195394,1834.285418222026,42780.086023674914
singles_female,300003505500,2708.379,6.931128823457988,7.1099128843951584,2.5909634066114835,2.5579466011664476,-4.518949477783675,0.01567081550049363,1701.627377345389,145588.30117919212,1717.5980855573594,171760.18952355412,1701.6273773454016,145588.30117919212
singles_female,300003506400,2001.157,8.679259008218278,8.416120198417104,4.976810882496953,4.946218338984461,-3.439309315920151,0.11573891838698186,2646.8416521793997,78408.34101682865,2794.2627626477706,106415.44327437322,2646.841652179348,78408.34101682865
singles_female,300003506600,1338.235,6.8410547969208215,7.369711150254095,4.728570654144697,4.661816039536075,-2.641140496109398,0.26983410038569927,1198.1417966374536,16547.542546301014,1522.2510768453187,22224.566423192868,1198.141796637431,16547.542546301014
singles_female,300003506700,1317.69,6.22547473893093,6.476000325084384,3.20497589075711,3.1466215140550906,-3.2710244343272743,0.13036983692791562,1583.6409776051496,40323.16287026137,1715.0370264925077,49457.50718384137,1583.640977605156,40323.16287026137
singles_female,300003508200,2686.895,6.8883228924073405,6.864664016288729,3.3466766627365985,3.3024815036454096,-3.5179873535521304,0.03542327021309805,2083.7041627546982,67049.14122230287,2133.518815929653,82869.91165344924,2083.7041627547114,67049.14122230287
singles_female,300003509200,3260.488,5.53105317937323,5.7147692941884385,3.446665526489168,3.373893043388443,-2.2681037676992704,0.09021682239968025,1693.2440308522168,16096.165559470046,1773.8401103882452,20059.937135970627,1693.2440308522514,16096.165559470046
singles_female,300003510600,2222.824,8.026847729703885,7.880392505824481,4.409541327527476,4.344283005673281,-3.4708511782970044,0.062395948242181226,2355.7623344726094,72174.52237094678,2458.099830149777,94887.1128494511,2355.762334472622,72174.52237094678
singles_female,300003511700,1864.862,7.504740010760748,7.656120822008719,3.7900313553810983,3.7519738490295502,-3.866089466627621,0.03510186691823068,1748.9623365141374,79348.97801874207,1789.3932487281718,100637.59926526764,1748.9623365141244,79348.97801874207
singles_female,300003512300,1940.351,7.256544235756482,7.722107565871828,4.822781209150824,4.778031633616688,-2.899326356721004,0.053104243905861756,1276.4765011839468,22693.396765005047,1293.0626313750831,30620.69667058832,1276.4765011839736,22693.396765005047
singles_female,300003512301,1631.004,7.222300882728171,7.571202734907845,4.489372735277288,4.4530884227597,-3.081829999630557,0.36531827172395454,1434.94469658966,30431.94369327988,1856.1003726842218,40264.31785548225,1434.9446965896536,30431.94369327988
singles_female,300003513300,2111.223,7.145925466765164,7.341613976840107,3.159012352961764,3.127826193993976,-4.182601623878343,0.0373905201310203,1673.0638661969203,103372.51071517642,1702.162610273179,126259.13021727582,1673.0638661969585,103372.51071517642
singles_female,300003516300,2117.048,8.99538888164383,8.86039418215488,4.988319912769909,4.9232391865159295,-3.8720742693849717,0.028184454096221216,2328.946624883736,105414.70530054586,2366.885558109826,143062.16662865924,2328.9466248836798,105414.70530054586
singles_female,300003518400,1267.763,8.222326424074854,7.938842442975868,4.052761389065867,3.9876747437441002,-3.886081053910001,0.02648941035670478,2701.1299995276177,123410.14470225992,2755.4942684887574,158792.22538208571,2701.1299995276067,123410.14470225992
singles_female,300003519200,1587.605,7.743715320874016,7.779383102005689,5.386152538594039,5.30880083886612,-2.3932305634116506,0.07978788846474442,1963.6751587396084,21056.998333721138,2018.8484313176054,29329.451160497894,1963.6751587395966,21056.998333721138
singles_female,300003523500,5119.419,6.789244571829776,7.138229211431047,4.2886001327550085,4.23692120197788,-2.8496290786760383,0.3148962123847184,1434.8255910748571,24233.293073917448,1662.8163732074763,31709.826682618444,1434.8255910748271,24233.293073917448
singles_female,300003525400,1189.956,8.63026728134971,8.513953925532899,4.9955773134744375,4.95256995229333,-3.5183766120584616,0.0314329717529561,2285.883285534648,73405.99496062729,2328.623548780537,99745.85884228858,2285.883285534626,73405.99496062729
singles_female,300003530600,1496.271,8.142965170467008,8.47787450769453,4.728570654144697,4.690233780839535,-3.749303853549833,0.03971651651003754,1455.2172279312117,59230.884618926655,1493.4775313456412,79326.25654614274,1455.2172279311915,59230.884618926655
singles_female,300003530800,2370.415,6.508828601438888,6.472510677658838,2.7774544412504674,2.7329871205914937,-3.6950562364083708,0.025727005953002244,2110.2434664239263,80645.54881521262,2153.235689451776,96300.01184897462,2110.243466423972,80645.54881521262
singles_female,300003532900,1947.012,5.830019716270917,6.105585326425451,2.630328764566701,2.6075644188342375,-3.4752565618587496,0.05731524592971768,1544.401651742458,48037.91523326706,1620.2714608108063,56889.61736480222,1544.4016517424398,48037.91523326706
singles_female,300003537200,3815.203,8.06055498840864,7.744096480499954,4.1747556884577826,4.116509958732144,-3.569340792042172,0.07858953555761997,2791.474398115409,93705.34221159242,2890.113535338588,121484.75973204768,2791.474398115365,93705.34221159242
singles_female,300003538500,1977.857,7.703915128717472,8.106536508091718,4.489372735277288,4.418482534270554,-3.61716377281443,0.01736695224075099,1359.685355550326,48739.487244227865,1377.4642091864096,64422.665325621165,1359.685355550339,48739.487244227865
singles_female,300003538600,1977.857,7.309490262952958,7.535625298314248,3.5023055985572187,3.47624678270232,-4.03331969975703,0.015121432850002932,1622.8134022923102,86814.01111708034,1641.5980639403945,108245.68830622706,1622.8134022922852,86814.01111708034
singles_female,300003538800,1907.566,6.494020335550803,6.367907395563194,3.0772032826187523,3.016606485669115,-3.290704112944442,0.07680999710519129,2308.373341557158,59370.917203220146,2442.866088702701,72221.32577933159,2308.373341557206,59370.917203220146
singles_female,300003543201,1734.587,7.308395507824884,7.299474956752387,3.9167913386128914,3.8814685466228362,-3.3826836181394953,0.17808444195106313,2053.222791544194,57929.45161604321,2241.798538174531,74058.94201890103,2053.222791544194,57929.45161604321
singles_female,300003545200,1966.032,7.50176091388404,7.840889641098252,4.489372735277288,4.45926176263981,-3.3515169058209633,0.11020586834812526,1449.0743730291297,40004.69092419511,1536.6818061433419,52899.30812391557,1449.07437302912,40004.69092419511
singles_female,300003545700,1048.516,7.060090761610051,7.51549985461915,4.264102980251012,4.207212932705317,-3.2513968743681376,0.03207201883894681,1289.550048383263,32370.840711353998,1320.6297428210269,42273.27861876486,1289.550048383275,32370.840711353998
singles_female,300003547000,2284.055,8.435558856691923,8.742364637083657,4.728570654144697,4.682966243807121,-4.01379398293896,0.033977623347742035,1496.7966683764698,78755.3618645506,1525.3862499759953,105408.4564105708,1496.796668376448,78755.3618645506
singles_female,300003550400,1270.854,7.816124927677833,7.658928518804347,4.074839408001687,4.05010182002575,-3.58408911080266,0.04641764088078881,2381.1729924167316,81426.5970296312,2464.3356694851586,104988.97234982796,2381.172992416747,81426.5970296312
singles_female,300003550800,1695.743,7.264888086625766,7.5094272201126655,3.8586595496801896,3.8268416775394467,-3.650767670432476,0.09112027302078086,1593.1677339080854,58761.26766249565,1657.212886970715,74866.30190519412,1593.167733908055,58761.26766249565
singles_female,300003553700,2335.424,6.8771786538533215,7.356403081107909,3.6113843590145676,3.5757079962333904,-3.7450187220933415,0.0660002701858698,1259.0951808107438,51239.60042836038,1298.792070598558,64358.89353281369,1259.095180810744,51239.60042836038
singles_female,300003555401,3063.321,7.015131789780866,7.35919088317739,4.1891098396375535,4.140981264825468,-3.1700810435398363,0.24971745644567742,1441.9290311398977,33336.92127940206,1679.9507251438545,43344.07896693719,1441.9290311399277,33336.92127940206
singles_female,300003555700,5676.51,8.28442493304691,8.647926378234374,4.643900979258532,4.595463267099783,-4.004025398975841,0.0196726919327404,1414.0913730156121,73823.93705175356,1436.8642282577407,98351.12452327329,1414.0913730156267,73823.93705175356
singles_female,300003555701,2820.499,8.734307692542277,8.670054317221496,5.154404774244038,5.059046160116273,-3.5156495429774575,0.03955164706345154,2170.0020973408755,69593.9005579622,2201.261453705516,95416.88750090249,2170.002097340901,69593.9005579622
singles_female,300003558200,1358.29,7.608042769978538,8.00483108103094,3.855347961721853,3.778974776961611,-4.149483119309087,0.030317822680861122,1367.6639164474304,82334.98547801256,1395.6468327314733,104815.98610875901,1367.6639164474568,82334.98547801256
singles_female,300003559400,1902.914,6.5620090314084765,6.644710508790209,2.647262699543934,2.628800494241861,-3.997447809246275,0.02844673402090617,1873.4150387626917,96377.32071045975,1914.1537653520934,114152.3620943694,1873.415038762731,96377.32071045975
singles_female,300003563400,2087.976,7.532335125732632,8.024486688061916,3.2958748578049004,3.263055640444355,-4.728611830257016,0.025883009599011034,1242.8640623031713,131675.80659005328,1263.6688831949232,162081.99354970182,1242.8640623031731,131675.80659005328
singles_female,300003569600,1724.817,8.866677522347889,8.829768623954038,5.070056399816446,5.022841894504418,-3.7597122241375924,0.051642115568726735,2111.490589055943,85927.19944068685,2165.345307290445,117201.88251401196,2111.490589055995,85927.19944068685
singles_female,300003569800,3217.175,7.528627519434891,7.913766924970161,4.8921887948307194,4.845927371383454,-3.0215781301394413,0.06028713978164123,1383.7367756791937,27686.032431260253,1440.0708911838497,37487.209277961534,1383.7367756791873,27686.032431260253
singles_female,300003569900,1936.741,6.311608204002773,6.202785836739362,2.5727836132019255,2.5561743336487934,-3.6300022235374363,0.03177593616019815,2268.8382276273906,81231.96986099066,2312.852943785585,95798.53971072711,2268.8382276274365,81231.96986099066
singles_female,300003571000,1476.998,6.680785979853147,7.153020303118924,2.8634425578654312,2.8278751027916997,-4.289577745253493,0.03277486236875725,1267.959299784334,87675.40683568579,1295.6812789764833,105228.67243367754,1267.9592997843117,87675.40683568579
singles_female,300003572400,1616.666,7.285606845390851,7.13495117235392,2.9633588383215264,2.943161262862998,-4.171592334032393,0.051449066148285934,2365.667227492175,143084.4456389403,2434.2025830247976,172647.9412260719,2365.6672274922003,143084.4456389403
singles_female,300003572900,2292.856,7.834626731403136,7.853905965298114,3.6718626982189706,3.642319790072296,-4.182043267079143,0.028737426348425035,1996.1289096026771,122599.20510785104,2025.6294187278772,154303.2074179157,1996.1289096026949,122599.20510785104
singles_female,300003572902,4449.872,10.646605138601174,10.508849308468875,6.641945767634742,6.549573522619131,-3.866903540834133,0.034426822835303336,2335.3793769767362,105168.47270602391,2371.895963534983,156035.19333325216,2335.379376976696,105168.47270602391
singles_female,300003574301,2083.038,7.716426735171496,8.035644575533293,4.643900979258532,4.57022550862006,-3.391743596274761,0.03348505016578429,1478.2895161746724,42426.72661891501,1504.8595758344281,56590.73289740503,1478.289516174659,42426.72661891501
singles_female,300003574701,2145.692,7.646282394773265,8.1033717577025,3.9826065155887598,3.9522910727065064,-4.120765242113741,0.0474072463922765,1287.3775677064787,75505.93240047137,1310.6389872340578,96850.98011815554,1287.3775677064573,75505.93240047137
singles_female,300003575700,852.7408,7.643721738324136,7.574442810772642,3.346676662736599,3.3097602174987535,-4.227766148036043,0.03080268500182897,2180.9294603381104,139634.65659448775,2229.833243700482,172380.06204439898,2180.9294603381395,139634.65659448775
singles_female,300003576700,2696.695,6.703834256484536,7.045648761460714,3.9167913386128914,3.888800142737453,-3.1288574228478225,0.09029901762670184,1445.177658664917,32088.526876008094,1508.1986515792096,41068.252688002336,1445.1776586649203,32088.526876008094
singles_female,300003580000,1542.644,7.941462009840653,8.132337504357078,4.052761389065867,4.025501789802647,-4.079576115291212,0.034048303458958255,1681.1476315042278,93969.8015391274,1700.8921527591365,120974.2381387236,1681.147631504207,93969.8015391274
singles_female,300003580900,2253.731,6.852739676058939,7.028487232721223,2.9633588383215264,2.928131286069921,-4.0651283943996965,0.0272856768134031,1706.8092030697921,94031.9113469474,1743.8094137987764,113528.28147485288,1706.8092030697508,94031.9113469474
singles_female,300003581000,1178.054,8.30175308287555,7.908390227407344,4.2886001327550085,4.223565270037999,-3.619790094652336,0.07448006823993303,3013.999404902137,106038.9656493442,3092.0964561370565,138340.2993299067,3013.999404902124,106038.9656493442
