occurrence_id,surface,location,rendered,parsed_value,decimals,percent,context,family_hint,quantity_id,source,source_value,source_scale,tolerance,unit,weighting,status,note
gallery-02013,gallery,table-51:r5c5,0.2148,0.2148,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | B | 0.2298 | -0.0039 | 0.2148–0.2452 | 0.0049; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=5:mc_min,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.21479913553158375,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=8.64e-07 <= 5e-05
gallery-02014,gallery,table-51:r5c5,0.2452,0.2452,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | B | 0.2298 | -0.0039 | 0.2148–0.2452 | 0.0049; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=5:mc_max,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.24517074673757136,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=2.93e-05 <= 5e-05
gallery-02015,gallery,table-51:r5c6,0.0049,0.0049,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | B | 0.2298 | -0.0039 | 0.2148–0.2452 | 0.0049; display_column=MC sd,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/shapley_PAB_singles.csv:row=13:second_seed_gini_point,MNL_decomp/outputs/welfare/preseminar_pab_v1/shapley_PAB_singles.csv,0.004858317298476439,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=4.17e-05 <= 5e-05
gallery-02016,gallery,table-51:r6c3,0.2310,0.231,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + A | 0.2310 | -0.0027 | 0.2177–0.2478 | 0.0049; display_column=I(S) Gini,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=6:I_S_gini,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.23099285549656207,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=7.14e-06 <= 5e-05
gallery-02017,gallery,table-51:r6c4,-0.0027,-0.0027,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + A | 0.2310 | -0.0027 | 0.2177–0.2478 | 0.0049; display_column=Change from actual,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=6:change_from_actual,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,-0.0026926565813986114,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=7.34e-06 <= 5e-05
gallery-02018,gallery,table-51:r6c5,0.2177,0.2177,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + A | 0.2310 | -0.0027 | 0.2177–0.2478 | 0.0049; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=6:mc_min,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.2177293602308518,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=2.94e-05 <= 5e-05
gallery-02019,gallery,table-51:r6c5,0.2478,0.2478,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + A | 0.2310 | -0.0027 | 0.2177–0.2478 | 0.0049; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=6:mc_max,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.24778252104654683,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=1.75e-05 <= 5e-05
gallery-02020,gallery,table-51:r6c6,0.0049,0.0049,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + A | 0.2310 | -0.0027 | 0.2177–0.2478 | 0.0049; display_column=MC sd,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/shapley_PAB_singles.csv:row=13:second_seed_gini_point,MNL_decomp/outputs/welfare/preseminar_pab_v1/shapley_PAB_singles.csv,0.004858317298476439,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=4.17e-05 <= 5e-05
gallery-02021,gallery,table-51:r7c3,0.2282,0.2282,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + B | 0.2282 | -0.0054 | 0.2138–0.2437 | 0.0048; display_column=I(S) Gini,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=8:I_S_gini,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.22820133715386312,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=1.34e-06 <= 5e-05
gallery-02022,gallery,table-51:r7c4,-0.0054,-0.0054,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + B | 0.2282 | -0.0054 | 0.2138–0.2437 | 0.0048; display_column=Change from actual,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=7:change_from_actual,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,-0.0054379800999606875,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=3.8e-05 <= 5e-05
gallery-02023,gallery,table-51:r7c5,0.2138,0.2138,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + B | 0.2282 | -0.0054 | 0.2138–0.2437 | 0.0048; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=7:mc_min,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.2137609146235673,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=3.91e-05 <= 5e-05
gallery-02024,gallery,table-51:r7c5,0.2437,0.2437,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + B | 0.2282 | -0.0054 | 0.2138–0.2437 | 0.0048; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=7:mc_max,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.24374097051981244,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=4.1e-05 <= 5e-05
gallery-02025,gallery,table-51:r7c6,0.0048,0.0048,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + B | 0.2282 | -0.0054 | 0.2138–0.2437 | 0.0048; display_column=MC sd,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=2:mc_sd_across_replications,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.00481557993822771,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=1.56e-05 <= 5e-05
gallery-02026,gallery,table-51:r8c3,0.2282,0.2282,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | A + B | 0.2282 | -0.0055 | 0.2135–0.2411 | 0.0049; display_column=I(S) Gini,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=8:I_S_gini,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.22820133715386312,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=1.34e-06 <= 5e-05
gallery-02027,gallery,table-51:r8c4,-0.0055,-0.0055,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | A + B | 0.2282 | -0.0055 | 0.2135–0.2411 | 0.0049; display_column=Change from actual,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=8:change_from_actual,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,-0.005484174924097557,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=1.58e-05 <= 5e-05
gallery-02028,gallery,table-51:r8c5,0.2135,0.2135,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | A + B | 0.2282 | -0.0055 | 0.2135–0.2411 | 0.0049; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=8:mc_min,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.21346231352563635,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=3.77e-05 <= 5e-05
gallery-02029,gallery,table-51:r8c5,0.2411,0.2411,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | A + B | 0.2282 | -0.0055 | 0.2135–0.2411 | 0.0049; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=8:mc_max,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.24112836562844048,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=2.84e-05 <= 5e-05
gallery-02030,gallery,table-51:r8c6,0.0049,0.0049,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | A + B | 0.2282 | -0.0055 | 0.2135–0.2411 | 0.0049; display_column=MC sd,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/shapley_PAB_singles.csv:row=13:second_seed_gini_point,MNL_decomp/outputs/welfare/preseminar_pab_v1/shapley_PAB_singles.csv,0.004858317298476439,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=4.17e-05 <= 5e-05
gallery-02031,gallery,table-51:r9c3,0.2268,0.2268,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + A + B | 0.2268 | -0.0069 | 0.2127–0.2431 | 0.0049; display_column=I(S) Gini,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=9:I_S_gini,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.2267967228408088,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=3.28e-06 <= 5e-05
gallery-02032,gallery,table-51:r9c4,-0.0069,-0.0069,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + A + B | 0.2268 | -0.0069 | 0.2127–0.2431 | 0.0049; display_column=Change from actual,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=9:change_from_actual,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,-0.006888789237151888,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=1.12e-05 <= 5e-05
gallery-02033,gallery,table-51:r9c5,0.2127,0.2127,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + A + B | 0.2268 | -0.0069 | 0.2127–0.2431 | 0.0049; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/shapley_PAB_singles.csv:row=7:mc_min_gini_point,MNL_decomp/outputs/welfare/preseminar_pab_v1/shapley_PAB_singles.csv,0.2127368192060535,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=3.68e-05 <= 5e-05
gallery-02034,gallery,table-51:r9c5,0.2431,0.2431,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + A + B | 0.2268 | -0.0069 | 0.2127–0.2431 | 0.0049; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/shapley_PAB_singles.csv:row=7:mc_max_gini_point,MNL_decomp/outputs/welfare/preseminar_pab_v1/shapley_PAB_singles.csv,0.24312250063978513,1.0,5e-05,unequivalised,,PASS,parsed signed value; |display-source|=2.25e-05 <= 5e-05
gallery-02035,gallery,table-51:r9c6,0.0049,0.0049,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | unequivalised | P + A + B | 0.2268 | -0.0069 | 0.2127–0.2431 | 0.0049; display_column=MC sd,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/shapley_PAB_singles.csv:row=13:second_seed_gini_point,MNL_decomp/outputs/welfare/preseminar_pab_v1/shapley_PAB_singles.csv,0.004858317298476439,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=4.17e-05 <= 5e-05
gallery-02036,gallery,table-51:r10c3,0.2451,0.2451,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | ∅ (actual) | 0.2451 | 0.0000 | 0.2284–0.2663 | 0.0050; display_column=I(S) Gini,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=10:I_S_gini,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.24509171934146293,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=8.28e-06 <= 5e-05
gallery-02037,gallery,table-51:r10c4,0.0000,0.0,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | ∅ (actual) | 0.2451 | 0.0000 | 0.2284–0.2663 | 0.0050; display_column=Change from actual,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=10:change_from_actual,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.0,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=0 <= 5e-05
gallery-02038,gallery,table-51:r10c5,0.2284,0.2284,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | ∅ (actual) | 0.2451 | 0.0000 | 0.2284–0.2663 | 0.0050; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=10:mc_min,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.2284023961171903,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=2.4e-06 <= 5e-05
gallery-02039,gallery,table-51:r10c5,0.2663,0.2663,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | ∅ (actual) | 0.2451 | 0.0000 | 0.2284–0.2663 | 0.0050; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=10:mc_max,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.2663182459261702,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=1.82e-05 <= 5e-05
gallery-02040,gallery,table-51:r10c6,0.0050,0.005,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | ∅ (actual) | 0.2451 | 0.0000 | 0.2284–0.2663 | 0.0050; display_column=MC sd,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=11:mc_sd_across_replications,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.005008941260527686,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=8.94e-06 <= 5e-05
gallery-02041,gallery,table-51:r11c3,0.2456,0.2456,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | P | 0.2456 | 0.0005 | 0.2304–0.2647 | 0.0050; display_column=I(S) Gini,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=11:I_S_gini,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.24559149450119505,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=8.51e-06 <= 5e-05
gallery-02042,gallery,table-51:r11c4,0.0005,0.0005,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | P | 0.2456 | 0.0005 | 0.2304–0.2647 | 0.0050; display_column=Change from actual,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=11:change_from_actual,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.0004997751597321243,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=2.25e-07 <= 5e-05
gallery-02043,gallery,table-51:r11c5,0.2304,0.2304,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | P | 0.2456 | 0.0005 | 0.2304–0.2647 | 0.0050; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=14:mc_min,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.2303957633920339,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=4.24e-06 <= 5e-05
gallery-02044,gallery,table-51:r11c5,0.2647,0.2647,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | P | 0.2456 | 0.0005 | 0.2304–0.2647 | 0.0050; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=11:mc_max,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.2647018383118111,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=1.84e-06 <= 5e-05
gallery-02045,gallery,table-51:r11c6,0.0050,0.005,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | P | 0.2456 | 0.0005 | 0.2304–0.2647 | 0.0050; display_column=MC sd,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=11:mc_sd_across_replications,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.005008941260527686,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=8.94e-06 <= 5e-05
gallery-02046,gallery,table-51:r12c3,0.2436,0.2436,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | A | 0.2436 | -0.0014 | 0.2264–0.2631 | 0.0051; display_column=I(S) Gini,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=12:I_S_gini,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.2436466357553762,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=4.66e-05 <= 5e-05
gallery-02047,gallery,table-51:r12c4,-0.0014,-0.0014,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | A | 0.2436 | -0.0014 | 0.2264–0.2631 | 0.0051; display_column=Change from actual,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=12:change_from_actual,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,-0.0014450835860867206,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=4.51e-05 <= 5e-05
gallery-02048,gallery,table-51:r12c5,0.2264,0.2264,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | A | 0.2436 | -0.0014 | 0.2264–0.2631 | 0.0051; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=12:mc_min,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.2264253528786123,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=2.54e-05 <= 5e-05
gallery-02049,gallery,table-51:r12c5,0.2631,0.2631,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | A | 0.2436 | -0.0014 | 0.2264–0.2631 | 0.0051; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=12:mc_max,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.2631061283520856,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=6.13e-06 <= 5e-05
gallery-02050,gallery,table-51:r12c6,0.0051,0.0051,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | A | 0.2436 | -0.0014 | 0.2264–0.2631 | 0.0051; display_column=MC sd,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=13:mc_sd_across_replications,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.0050877345628960995,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=1.23e-05 <= 5e-05
gallery-02051,gallery,table-51:r13c3,0.2419,0.2419,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | B | 0.2419 | -0.0032 | 0.2264–0.2592 | 0.0051; display_column=I(S) Gini,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=13:I_S_gini,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.24189117064635232,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=8.83e-06 <= 5e-05
gallery-02052,gallery,table-51:r13c4,-0.0032,-0.0032,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | B | 0.2419 | -0.0032 | 0.2264–0.2592 | 0.0051; display_column=Change from actual,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=13:change_from_actual,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,-0.0032005486951106055,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=5.49e-07 <= 5e-05
gallery-02053,gallery,table-51:r13c5,0.2264,0.2264,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | B | 0.2419 | -0.0032 | 0.2264–0.2592 | 0.0051; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=12:mc_min,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.2264253528786123,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=2.54e-05 <= 5e-05
gallery-02054,gallery,table-51:r13c5,0.2592,0.2592,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | B | 0.2419 | -0.0032 | 0.2264–0.2592 | 0.0051; display_column=MC range (min–max),DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=13:mc_max,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.2592283860943001,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=2.84e-05 <= 5e-05
gallery-02055,gallery,table-51:r13c6,0.0051,0.0051,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | B | 0.2419 | -0.0032 | 0.2264–0.2592 | 0.0051; display_column=MC sd,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=13:mc_sd_across_replications,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.0050877345628960995,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=1.23e-05 <= 5e-05
gallery-02056,gallery,table-51:r14c3,0.2443,0.2443,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | P + A | 0.2443 | -0.0008 | 0.2304–0.2624 | 0.0050; display_column=I(S) Gini,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=14:I_S_gini,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,0.24432268333001012,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=2.27e-05 <= 5e-05
gallery-02057,gallery,table-51:r14c4,-0.0008,-0.0008,4,False,Singles — coalition Gini levels and the exact Shapley allocation | Scale | Coalition | I(S) Gini | Change from actual | MC range (min–max) | MC sd | equivalised | P + A | 0.2443 | -0.0008 | 0.2304–0.2624 | 0.0050; display_column=Change from actual,DECOMP,DECOMP:MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv:row=14:change_from_actual,MNL_decomp/outputs/welfare/preseminar_pab_v1/coalition_values_singles.csv,-0.0007690360114528116,1.0,5e-05,equivalised,,PASS,parsed signed value; |display-source|=3.1e-05 <= 5e-05
